id	creator	title	journal	issn	oclc	volume	issue	spage	epage	year	biostor	bhl
o442	International Commission on Zoological Nomenclature	Opinion 442 Validation under the Plenary Powers of the generic name Stratiomys Geoffroy, 1762 (class Insecta, order Diptera)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	15	7	121	162	1957	http://biostor.org/reference/146374	http://biodiversitylibrary.org/page/34656474
o443	International Commission on Zoological Nomenclature	Opinion 443 Designation under the Plenary Powers of a type species in harmony with accustomed usage for the genus Monticulipora d'Orbigny, October 1849 (class Bryozoa) (Ordovician)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	15	8	163	174	1957	http://biostor.org/reference/146375	http://biodiversitylibrary.org/page/34656516
o444	International Commission on Zoological Nomenclature	Opinion 444 Validation under the Plenary Powers of the specific name obscura Berezowsky & Bianchi, 1891, as published in the combination Larvivora obscura (class Aves)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	15	9	175	190	1957	http://biostor.org/reference/146376	http://biodiversitylibrary.org/page/34656528
o445	International Commission on Zoological Nomenclature	Opinion 445 Rejection for nomenclatorial purposes of the work by Eberhard (J. P.) entitled Versuch Eines Neuen Entwurfs der Thiergeschichte published in 1768	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	15	10	191	198	1957	http://biostor.org/reference/146377	http://biodiversitylibrary.org/page/34656544
o446	International Commission on Zoological Nomenclature	Opinion 446 Addition to the Official List of Generic Names in Zoology of the generic name Phorodon Passerini, 1860 (class Insecta, order Hemiptera)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	15		199	210	1957	http://biostor.org/reference/73812	http://biodiversitylibrary.org/page/34656552
o447	International Commission on Zoological Nomenclature	Opinion 447 Rejection for nomenclatorial purposes of the original Edition published At Philadelphia in 1791 and of the editions published in London and Dublin respectively in 1792 of the work by William Bartram entitled "travels Through North and South Carolina, Georgia, East and West Florida, the Cherokee Country, the Extensive Territories of the Muscogulges or Creek Confederacy, and the Country of the Chactaws", as being a work in which the author Did not apply the principles of Binominal nomenclature	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	15	12	211	224	1957	http://biostor.org/reference/65855	http://biodiversitylibrary.org/page/34656564
o448	International Commission on Zoological Nomenclature	Opinion 448 Suppression under the Plenary Powers of the name Bei Ridgway, 1874, as published in the combination Eremophila alpestris var. Bei, a name given to the Astrakan Horned Lark as the Result of the Misreading . of a Museum Label (class Aves)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	15	13	225	234	1957	http://biostor.org/reference/146378	http://biodiversitylibrary.org/page/34656578
o449	International Commission on Zoological Nomenclature	Opinion 449 Determination of the species to be accepted as the type species of the nominal genus Laqueus Dall, 1870 (class Brachiopoda)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	15	14	235	250	1957	http://biostor.org/reference/146379	http://biodiversitylibrary.org/page/34656588
o450	International Commission on Zoological Nomenclature	Opinion 450 Suppression under the Plenary Powers of the generic name Phalaena Linnaeus, 1758, and validation as of subgeneric status (a) as from 1758, of the Terms Bombyx, Noctua, Geometra, Tortrix, Pyralis, Tinea, and Alucita as used by Linnaeus for Groups of species of the genus Phalaena and (B) as from 1767 of the Term Attacus similarly published by Linnaeus and matters incidental thereto (class Insecta, order Lepidoptera)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	15	15	251	328	1957	http://biostor.org/reference/146380	http://biodiversitylibrary.org/page/34656604
o451	International Commission on Zoological Nomenclature	Opinion 451 Use of the Plenary Powers to secure that the specific name dingo Meyer, 1793, as published in the combination Canis dingo, shall be the oldest available name for the Dingo of Australia (class Mammalia)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	15	17	329	338	1957	http://biostor.org/reference/146381	http://biodiversitylibrary.org/page/34656682
o452	International Commission on Zoological Nomenclature	Opinion 452 Addition to Tlie Official List of Specific Names in Zoology of the specific name australis Kerr, 1792, as published in the combination Canis australis, as the oldest available name for the Falkland Islands Wolf (class Mammalia)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	15	18	339	346	1957	http://biostor.org/reference/146382	http://biodiversitylibrary.org/page/34656692
o453	International Commission on Zoological Nomenclature	Opinion 453 Validation under the Plenary Powers of the generic name Bombina Oken, 1816 (class Amphibia, order Anura)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	15	19	347	356	1957	http://biostor.org/reference/146383	http://biodiversitylibrary.org/page/34656700
o454	International Commission on Zoological Nomenclature	Opinion 454 Designation under the Plenary Powers of a type species in harmony with accustomed usage for Scolopendm Linnaeus, 1758 (class Chilopoda)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	15	20	357	378	1957	http://biostor.org/reference/146384	http://biodiversitylibrary.org/page/34656710
o455	International Commission on Zoological Nomenclature	Opinion 455 Validation under the Plenary Powers (a) of the emendation to Sphenodon of the generic name Sphaenodon Gray (J. E.), 1831, and (B) of the family-group name Sphenodontidae Cope, 1870 (class Reptilia)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	15		379	392	1957	http://biostor.org/reference/65858	http://biodiversitylibrary.org/page/34656732
o456	International Commission on Zoological Nomenclature	Opinion 456 Rejection of the work by Thomas Martyn published in 1784 with the title the Universal Conchologist as a work which Does not Comply with the Requirements of Article 25 of the Regies and which Therefore Possesses No status in Zoological nomenclature and rejection Also of a proposal that the foregoing work Should be validated under the Plenary Powers	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	15	22	393	418	1957	http://biostor.org/reference/146385	http://biodiversitylibrary.org/page/34656746
o457	International Commission on Zoological Nomenclature	Opinion 457 Validation under the Plenary Powers of the generic name Hemiprocne Nitzsch, 1829 (class Aves)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	15	23	419	432	1957	http://biostor.org/reference/146386	http://biodiversitylibrary.org/page/34656772
o458	International Commission on Zoological Nomenclature	Opinion 458 Determination of the interpretation of the nominal species Eschara vulgaris Moll, 1803 (class Ectoprocta)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	15	24	433	442	1957	http://biostor.org/reference/146481	http://biodiversitylibrary.org/page/34656786
o459	International Commission on Zoological Nomenclature	Opinion 459 Validation under the Plenary Powers of the generic name Fistuupora M^coy, 1849 (class Bryozoa)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	15	25	443	454	1957	http://biostor.org/reference/146387	http://biodiversitylibrary.org/page/34656796
o460	International Commission on Zoological Nomenclature	Opinion 460 Validation under the Plenary Powers of the generic name Muntiacus Rafinesque, 1815, and designation for the genus so named of a type species in harmony with accustomed usage (class Mammalia)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	15	26	455	474	1957	http://biostor.org/reference/146388	http://biodiversitylibrary.org/page/34656808
